Roope Salminen&Koirat ft Stig&Teflon Brothers	VITUIKS MÄN	M	COV23
Seitsemän Seinähullua Veljestä	CUBA	M	COV23
Souvarit	JOS SINÄKIN TAHDOT	M	COV23
Souvarit	MEITÄ ENKELIT KOSKETTAA	M	COV23
Suvi Teräsniska	SEURAAVASSA ELÄMÄSSÄ	M	COV23
Vesterinen Yhtyeineen	ILMAN MUA	M	COV23
Billy Stewart	SUMMERTIME	M	DKG16
Buddy Holly	PEGGY SUE	M	DKG16
Carole King	IT’S TOO LATE	M	DKG16
Dionne Warwick	DO YOU KNOW THE WAY TO SAN JOSE	M	DKG16
Donna Summer	BAD GIRLS	M	DKG16
Elton John	GOODBYE YELLOW BRICK ROAD	M	DKG16
Eurythmics	SWEET DREAMS (ARE MADE OF THIS)	M	DKG16
Jay and the Americans	THIS MAGIC MOMENT	M	DKG16
Jersey Boys	SHERRY (THE STORY OF THE FOUR SEASONS)	M	DKG16
Little Richard	TUTTI FRUTTI	M	DKG16
Nat King Cole	IT’S ONLY A PAPER MOON	M	DKG16
Rupert Holmes	ESCAPE	M	DKG16
The Beatles	NOWHERE MAN	M	DKG16
The Beatles	WE CAN WORK IT OUT	M	DKG16
The Brothers Four	GREENFIELDS	M	DKG16
The Brothers Four	TRY TO REMEMBER	M	DKG16
The Oak Ridge Boys	ELVIRA	M	DKG16
The Stylistics	YOU MAKE ME FEEL BRAND NEW	M	DKG16
Elvis Presley	ACAPULCO	M	ELVIS1
Elvis Presley	ALL SHOOK UP	M	ELVIS1
Elvis Presley	ALWAYS ON MY MIND	M	ELVIS1
Elvis Presley	AMAZING GRACE	M	ELVIS1
Elvis Presley	ANGEL	M	ELVIS1
Elvis Presley	ARE YOU LONESOME TONIGHT	M	ELVIS1
Elvis Presley	BLUE MOON OF KENTUCKY	M	ELVIS1
Elvis Presley	BLUE SUEDE SHOES	M	ELVIS1
Elvis Presley	BURNING LOVE	M	ELVIS1
Elvis Presley	DEVIL IN DISGUISE	M	ELVIS1
Elvis Presley	DON'T BE CRUEL	M	ELVIS1
Elvis Presley	DON'T CRY DADDY	M	ELVIS1
Elvis Presley	DON'T LEAVE ME NOW	M	ELVIS1
Elvis Presley	FLAMING STAR	M	ELVIS1
Elvis Presley	FOLLOW THAT DREAM	M	ELVIS1
Elvis Presley	FOR THE GOOD TIMES	M	ELVIS1
Elvis Presley	HEARTBREAK HOTEL	M	ELVIS1
Elvis Presley	HIS LATEST FLAME	M	ELVIS1
Elvis Presley	I GOT A FEELING IN MY BODY	M	ELVIS1
Elvis Presley	I GOT LUCKY	M	ELVIS1
Elvis Presley	I GOT STUNG	M	ELVIS1
Elvis Presley	I NEED YOU SO	M	ELVIS1
Elvis Presley	I WANT YOU I NEED YOU I LOVE YOU	M	ELVIS1
Elvis Presley	IF I CAN DREAM	M	ELVIS1
Elvis Presley	I'LL REMEMBER YOU	M	ELVIS1
Elvis Presley	IN THE GHETTO	M	ELVIS1
Elvis Presley	IT'S A MATTER OF TIME	M	ELVIS1
Elvis Presley	IT'S EASY FOR YOU	M	ELVIS1
Elvis Presley	IT'S NOW OR NEVER	M	ELVIS1
Elvis Presley	JAILHOUSE ROCK	M	ELVIS1
Elvis Presley	KING CREOLE	M	ELVIS1
Elvis Presley	LITTLE SISTER	M	ELVIS1
Elvis Presley	LOVE ME TENDER	M	ELVIS1
Elvis Presley	MARGUERITA	M	ELVIS1
Elvis Presley	MOODY BLUE	M	ELVIS1
Elvis Presley	MOONLIGHT SWIM	M	ELVIS1
Elvis Presley	PLEASE DON'T STOP LOVING ME	M	ELVIS1
Elvis Presley	PLEDGING MY LOVE	M	ELVIS1
Elvis Presley	SHE'S NOT YOU	M	ELVIS1
Elvis Presley	SOLITAIRE	M	ELVIS1
Elvis Presley	STUCK ON YOU	M	ELVIS1
Elvis Presley	SUSPICIOUS MINDS	M	ELVIS1
Elvis Presley	TEDDY BEAR	M	ELVIS1
Elvis Presley	THAT'S ALRIGHT MAMA	M	ELVIS1
Elvis Presley	THE GIRL OF MY BEST FRIEND	M	ELVIS1
Elvis Presley	THE WONDER OF YOU	M	ELVIS1
Elvis Presley	TROUBLE	M	ELVIS1
Elvis Presley	WE CAN MAKE THE MORNING	M	ELVIS1
Elvis Presley	WOODEN HEART	M	ELVIS1
Elvis Presley	YOU GAVE ME A MOUNTAIN	M	ELVIS1
Elvis Presley	A BIG HUNK OF LOVE	M	ELVIS2
Elvis Presley	A FOOL SUCH AS I	M	ELVIS2
Elvis Presley	A LITTLE LESS CONVERSATION	M	ELVIS2
Elvis Presley	A MESS OF BLUES	M	ELVIS2
Elvis Presley	AS LONG AS I HAVE YOU	M	ELVIS2
Elvis Presley	ASK ME	M	ELVIS2
Elvis Presley	BOSSA NOVA BABY	M	ELVIS2
Elvis Presley	CAN'T HELP FALLING IN LOVE	M	ELVIS2
Elvis Presley	CINDY CINDY	M	ELVIS2
Elvis Presley	DON'T	M	ELVIS2
Elvis Presley	FEVER	M	ELVIS2
Elvis Presley	FOOL	M	ELVIS2
Elvis Presley	GOOD LUCK CHARM	M	ELVIS2
Elvis Presley	GUITAR MAN	M	ELVIS2
Elvis Presley	HARD HEADED WOMAN	M	ELVIS2
Elvis Presley	HOUND DOG	M	ELVIS2
Elvis Presley	I CAN'T STOP LOVING YOU	M	ELVIS2
Elvis Presley	I WANNA BE FREE	M	ELVIS2
Elvis Presley	I'M YOURS	M	ELVIS2
Elvis Presley	IT'S IMPOSSIBLE	M	ELVIS2
Elvis Presley	IT'S OVER	M	ELVIS2
Elvis Presley	KENTUCKY RAIN	M	ELVIS2
Elvis Presley	KISS ME QUICK	M	ELVIS2
Elvis Presley	KISSING COUSINS	M	ELVIS2
Elvis Presley	LONELY MAN	M	ELVIS2
Elvis Presley	LOVE LETTERS	M	ELVIS2
Elvis Presley	LOVE ME	M	ELVIS2
Elvis Presley	LOVING YOU	M	ELVIS2
Elvis Presley	LOWDY MISS CLOUDY	M	ELVIS2
Elvis Presley	MEAN WOMAN BLUES	M	ELVIS2
Elvis Presley	MEMORIES	M	ELVIS2
Elvis Presley	MY BABY LEFT ME	M	ELVIS2
Elvis Presley	MYSTERY TRAIN	M	ELVIS2
Elvis Presley	NO MORE	M	ELVIS2
Elvis Presley	ONE NIGHT	M	ELVIS2
Elvis Presley	PARTY	M	ELVIS2
Elvis Presley	RETURN TO SENDER	M	ELVIS2
Elvis Presley	SEE SEE RIDER	M	ELVIS2
Elvis Presley	SPANISH EYES	M	ELVIS2
Elvis Presley	SURRENDER	M	ELVIS2
Elvis Presley	SUSPICION	M	ELVIS2
Elvis Presley	THE WALLS HAVE EARS	M	ELVIS2
Elvis Presley	TOO MUCH	M	ELVIS2
Elvis Presley	TREAT ME NICE	M	ELVIS2
Elvis Presley	VIVA LAS VEGAS	M	ELVIS2
Elvis Presley	WEAR MY RING AROUND YOUR NECK	M	ELVIS2
Elvis Presley	WORDS	M	ELVIS2
Elvis Presley	YOU DON'T HAVE TO SAY YOU LOVE ME	M	ELVIS2
Elvis Presley	YOUNG AND BEAUTIFUL	M	ELVIS2
Elvis Presley	YOU'RE SO SQUARE	M	ELVIS2
2Quick Start	ÛHEGA MILJONEIST (est)	M_U	EST1
Ans Nemo	ARMASTUS (est)	M_U	EST1
Apelsin	CAPRI SAAREL (est)	M_U	EST1
Apelsin	SAAB SAAB (VANA JOE) (est)	M_U	EST1
Apelsin	SEE VIIS (est)	M_U	EST1
E-Milion	TÖMBA JUHE VÄLJA SEINAST (est)	M_U	EST1
Fix	JAANIPÄEV (est)	M_U	EST1
Fix	MEREMEHE ARMASTUS (est)	M_U	EST1
Georg Ots	SAAREMAA VALSS (est)	M_U	EST1
Heli Lääts	EI ME ETTE TEA (est)	M_U	EST1
Ivo Linna	AIDA MÖÖDA SAATA ÖÖ (est)	M_U	EST1
Ivo Linna	JOO SÕBER JOO (est)	M_U	EST1
Ivo Linna	KAUNIS NAINE (est)	M_U	EST1
Ivo Linna	KIKILIPS (est)	M_U	EST1
Ivo Linna	MARIE MARIE (est)	M_U	EST1
Ivo Linna	SEE ON NII (est)	M_U	EST1
Ivo Linna	VIDEVIK (est)	M_U	EST1
Jansa	KÖNDIS NEIU (est)	M_U	EST1
Jansa ja Reet	KUS OLED NÛÛD SA (est)	M_U	EST1
Justament	VANGILE EI MEELDI TRELLID (est)	M_U	EST1
Karavan	VOLARE (est)	M_U	EST1
Kukerpillid	LAS JÄÄDA NII KUIS OLI (est)	M_U	EST1
Kukerpillid	MARINA (est)	M_U	EST1
Kuldsed Lindid	SULLE KÕIK NÛÛD ÛTLEN (est)	M_U	EST1
Maarja-Liis & Ivo Linna	KAAELAKEE HÄÄL (est)	M_U	EST1
Mait Maltis	GLORIA (est)	M_U	EST1
Mait Maltis	KAUGE AEG (est)	M_U	EST1
Mait Maltis	MARI ELIISA (est)	M_U	EST1
Mait Maltis	SUUDLUSET NÛÛD (est)	M_U	EST1
Mait Maltis	ÛKS MEIST NAINE TEINE MEES (est)	M_U	EST1
Mati Nuude	BUENOS DIOS ARGENTINA (est)	M_U	EST1
Mati Nuude	CALIFORNIA BLUE (est)	M_U	EST1
Mati Nuude	EL BIMBO (est)	M_U	EST1
Mati Nuude	ET OLEKS RAHU (est)	M_U	EST1
Mati Nuude	JAMBALAYA (est)	M_U	EST1
Mati Nuude	KORRAKS VAID (est)	M_U	EST1
Mati Nuude	OI AEGU AMMUSEID (est)	M_U	EST1
