FRANK SINATRA,LOVE'S BEEN GOOD TO ME,K,KONEPC
FRANK SINATRA,LOVE'S BEEN GOOD TO ME,M,MELFRANK
FRANK SINATRA,LUCK BE A LADY,M,MELFRANK
FRANK SINATRA,ME AND MY SHADOW,M,MELFRANK
FRANK SINATRA,MOONLIGHT SERENADE,M,MELFRANK
FRANK SINATRA,MORE (THEME FROM MONDO CANE),M,TOPHIT27
FRANK SINATRA,MY WAY,K,KONEPC
FRANK SINATRA,MY WAY,M,MELFRANK
FRANK SINATRA,MY WAY,C,MICRPOY2
FRANK SINATRA,NEW YORK NEW YORK,K,KONEPC
FRANK SINATRA,NEW YORK NEW YORK,M,MELFRANK
FRANK SINATRA,NEW YORK NEW YORK,C,MICRPOY2
FRANK SINATRA,NEW YORK NEW YORK,M,PIO007
FRANK SINATRA,NEW YORK NEW YORK,M,PT2
FRANK SINATRA,NICE N EASY,M,MELFRANK
FRANK SINATRA,NIGHT AND DAY,M,MELFRANK
FRANK SINATRA,ON THE SUNNY SIDE OF THE STREET,M,MELFRANK
FRANK SINATRA,SOMEWHERE OVER THE RAINBOW,M,MELFRANK
FRANK SINATRA,SOUTH OF THE BORDER,M,MELFRANK
FRANK SINATRA,STORMY WEATHER,M,MELFRANK
FRANK SINATRA,STRANGERS IN THE NIGHT,K,KONEPC
FRANK SINATRA,STRANGERS IN THE NIGHT,M,MELFRANK
FRANK SINATRA,STRANGERS IN THE NIGHT,C,MICRPOY2
FRANK SINATRA,STRANGERS IN THE NIGHT,M,PIO007
FRANK SINATRA,SUMMER WIND,K,KONEPC
FRANK SINATRA,SUMMER WIND,M,MELFRANK
FRANK SINATRA,SWINGING ON A STAR,M,MELFRANK
FRANK SINATRA,TALK TO ME,M,MELFRANK
FRANK SINATRA,THAT OLD BLACK MAGIC,M,MELFRANK
FRANK SINATRA,THAT'S LIFE,K,KONEPC
FRANK SINATRA,THAT'S LIFE,M,MELFRANK
FRANK SINATRA,THE GIRL FROM IPANEMA,M,MELFRANK
FRANK SINATRA,THE HOUSE I LIVE IN,M,MELFRANK
FRANK SINATRA,THE LADY IS A TRAMP,K,KONEPC
FRANK SINATRA,THE LADY IS A TRAMP,M,MELFRANK
FRANK SINATRA,THE WORLD WE KNEW,M,MELFRANK
FRANK SINATRA,THERE'S A SMALL HOTEL,M,MELFRANK
FRANK SINATRA,TIME AFTER TIME,M,MELFRANK
FRANK SINATRA,WAVE,M,MELFRANK
FRANK SINATRA,WHAT ARE YOU DOING THE REST OF YOUR LIFE,M,MELFRANK
FRANK SINATRA,WINNERS,M,MELFRANK
FRANK SINATRA,YOU MAKE ME FEEL SO YOUNG,M,MELFRANK
FRANK SINATRA,YOUNG AT HEART,M,MELFRANK
FRANK ZAPPA,BOBBY BROWN,K,KONEPC
FRANKIE GOES TO HOLLYWOOD,RELAX,K,KONEPC
FRANKIE GOES TO HOLLYWOOD,THE POWER OF LOVE,C,MICRPOY2
FRANKIE LAINE,ANSWER ME,K,KONEPC
FRANKIE LAINE,GRANADA,K,KONEPC
FRANKIE LAINE,HEY JOE,K,KONEPC
FRANKIE LAINE,RAIN RAIN RAIN,K,KONEPC
FRANKIE LYMON,WHY DO FOOLS FALL IN LOVE,K,KONEPC
FRANKIE VALLI,GREASE,C,MICRPOY2
FRANKIE VALLI,OH WHAT A NIGHT (DECEMBER '63),K,KONEPC
FRANZ FERDINAND,THIS FIRE,C,MICRPOY2
FREDDIE MERCURY,THE GREAT PRETENDER,M,MP&R1
FREDDY & THE DREAMERS,I UNDERSTAND,K,KONEPC
FREDDY FENDER,BEFORE THE NEXT TEARDROP FALLS,M,TOPHIT27
FREDERIK,AIKAA VIELÄ ON,C_O,MICRPOY2
FREDERIK,EERO EROS,M,MEL30X
FREDERIK,EN VIIHDY LUONAS,K,KONEPC
FREDERIK,GRAN CANARIA,M,MEL60
FREDERIK,HAFANANA,M,FIN29A6
FREDERIK,HAFANANA,K,KONEPC
FREDERIK,HAFANANA,M,MEL34Z
FREDERIK,HAFANANA,C,MICRPOY2
FREDERIK,HEI BEIBI,K,KONEPC
FREDERIK,JOS JOTAIN YRITTÄÄ (HARVA MEISTÄ ON RAUTAA),M,FIN21B1
FREDERIK,JOS JOTAIN YRITTÄÄ (HARVA MEISTÄ ON RAUTAA),K,KONEPC
FREDERIK,JOS JOTAIN YRITTÄÄ (HARVA MEISTÄ ON RAUTAA),M,MEL62
FREDERIK,JOS JOTAIN YRITTÄÄ (HARVA MEISTÄ ON RAUTAA),C,MICRPOY2
FREDERIK,KAPAKAN RIPPITUOLI,K,KONEPC
FREDERIK,KASAKKAPARTIO,M,SAT01
FREDERIK,KAUKANA KATJUSHA ON,M,MEL52X
FREDERIK,KERRAN VAIN SE RIIPAISEE,C_O,MICRPOY2
FREDERIK,KOHTA JUNA LÄHTEE,K,KONEPC
FREDERIK,KOLMEKYMPPINEN,M,FIN1A11
FREDERIK,KOLMEKYMPPINEN,M,FIN41A12
FREDERIK,KOLMEKYMPPINEN,K,KONEPC
FREDERIK,KOLMEKYMPPINEN,M,MDV14
FREDERIK,KOSTAJA,M,MDV09
FREDERIK,KOTIINPÄIN ÄITI,K,KONEPC
FREDERIK,KOTIINPÄIN ÄITI,M,MEL30X
FREDERIK,KUMIMIES,M,MEL48Z
FREDERIK,KUNG FU TAISTELEE,K,KONEPC
FREDERIK,LÄHELLÄ MUTTA SILTI KAUKANA,C_O,MICRPOY2
FREDERIK,LINDA LINDA,M,FIN15A4
FREDERIK,LINDA LINDA,K,KONEPC
FREDERIK,LINDA LINDA,C,MICRPOY2
FREDERIK,MARKKINARAKO,K,KONEPC
FREDERIK,MIESSTRIPPARI,K,KONEPC
FREDERIK,NAKURANTAAN,K,KONEPC
FREDERIK,NAKURANTAAN,M,MEL34Z
FREDERIK,RAMAYA,M,FIN35A9
FREDERIK,RIO,M,MEL52X
FREDERIK,SANO ETTÄ PIDÄT MUSTA,C_O,MICRPOY2
FREDERIK,SEKSIPOMMI,M,SAT01
FREDERIK,SHEIKKI ALI HASSAN,K,KONEPC
FREDERIK,SHEIKKI ALI HASSAN,M,MEL34Z
FREDERIK,STENKA RASIN,M,MDV10
FREDERIK,TAIVAAN VÄRIT,C_O,MICRPOY2
FREDERIK,TAKA TAKATA,K,KONEPC
FREDERIK,TAKA TAKATA,M,MEL01Z
FREDERIK,TAKA TAKATA,C,MICRPOY2
FREDERIK,TITANIC,M,FIN35A1
FREDERIK,TITANIC,K,KONEPC
FREDERIK,TITANIC,M,MEL39X
FREDERIK,TITANIC,C,MICRPOY2
FREDERIK,TSINGIS KHAN,M,FIN18B1
FREDERIK,TSINGIS KHAN,K,KONEPC
FREDERIK,TSINGIS KHAN,M,MEL34N
FREDERIK,TSINGIS KHAN,C,MICRPOY2
FREDERIK,TULE TYTTÖ KYYTIIN,M,KK2
FREDERIK,TULIN NÄIN JA VOITIN,C_O,MICRPOY2
FREDERIK,TYTTÖ KUIN TIIKERI,M,MDV10
FREDERIK,VAIHDA JO TYYLISI VER2,C_O,MICRPOY2
FREDERIK,VOLGA,K,KONEPC
FREDERIK,VOLGA,C,MICRPOY2
FREDI,AVAA SYDÄMESI MULLE,M,FIN25A2
FREDI,ELÄÄ MÄ SAIN,M,MEL70'S
FREDI,ISÄ KULJE HITAAMMIN,M,MEL29X
FREDI,KAIKKI TIETÄÄ SEN,C_O,MICRPOY2
FREDI,KATSON LUONTOA JA HUOMAAN,M,MEL26X
FREDI,KOLMATTA LINJAA TAKAISIN,M,FIN1B2
FREDI,KOLMATTA LINJAA TAKAISIN,M,FIN38B11
FREDI,KOLMATTA LINJAA TAKAISIN,M,MDV23
FREDI,LIIAN MYÖHÄÄN,M,FIN41B5
FREDI,MILLOINKAAN EN LÖYDÄ SAMANLAISTA,M,FIN26B2
FREDI,MUUKALAINEN (STARMAN),M,MEL03
FREDI,NIIN,M,FIN43A8
FREDI,NIIN PALJON KUULUU RAKKAUTEEN,M,FIN7B1
FREDI,OTA JA OMISTA,M,FIN31B4
FREDI,PIENI NUKKE,M,FIN17A7
FREDI,PIENI NUKKE,C,MICRPOY2
FREDI,PUHU HILJAA RAKKAUDESTA,M,FIN43B11
FREDI,PUHU HILJAA RAKKAUDESTA,M,FIN5B4
FREDI,PUHU HILJAA RAKKAUDESTA,C,MICRPOY2
FREDI,RAKKAUDEN SINFONIA,M,FIN34B10
FREDI,RAKKAUSTARINA,M,FIN15A3
FREDI,RAKKAUSTARINA,M,FIN32A7
FREDI,RAKKAUSTARINA,C,MICRPOY2
FREDI,TUULI VAPAUTTA SOI,M,MEL50X
FREDI,VARJOON SUOJAAN,M,KSF1Z
FREDI,VIPPAA MULLE VIITONEN,M,FIN39B5
FREDI,VIPPAA MULLE VIITONEN,M,MDV23
FREDI,YKSIN OON TIETENKIN,C,MICRPOY2
FREE,ALL RIGHT NOW,M,HR1
FREE,ALL RIGHT NOW,C,MICRPOY2
FREE,WISHING WELL,C,MICRPOY2
FREEMAN,AJETAAN TANDEMILLA,M,FIN19A2
FREEMAN,AJETAAN TANDEMILLA,K,KONEPC
FREEMAN,AJETAAN TANDEMILLA,M,MEL41Z
FREEMAN,AJETAAN TANDEMILLA,C,MICRPOY2
FREEMAN,KAKSI LENSI YLI KÄENPESÄN,M,FIN21A10
FREEMAN,KAKSI LENSI YLI KÄENPESÄN,M,MEL39X
FREEMAN,KAKSI LENSI YLI KÄENPESÄN,C,MICRPOY2
FREEMAN,KÄYNTIKORTTI,C_O,MICRPOY2
FREEMAN,MATTOLAITURI,M,MDV57
FREEMAN,MITÄ SINULLE KUULUU,M,SATC1
FREEMAN,OSUUSKAUPAN JANE,M,MDV10
FREUD MARX ENGELS & JUNG,AVIOERO,C,MICRPOY2
FREUD MARX ENGELS & JUNG,BUURI JOHANNESBURGISTA,M,KK5
FREUD MARX ENGELS & JUNG,EN KOSKAAN MENE SÄNKYYN RUMAN NAISEN KANSSA,M,MDV14
FREUD MARX ENGELS & JUNG,EN KOSKAAN MENE SÄNKYYN TYHJÄN PULLON KANSSA,C,MICRPOY2
FREUD MARX ENGELS & JUNG,HUOMENNA PÄIVÄ ON UUS,M,KK5
FREUD MARX ENGELS & JUNG,JALOVIINAA,C,MICRPOY2
FREUD MARX ENGELS & JUNG,JUOMALAULU,M,KK4
FREUD MARX ENGELS & JUNG,MEIDÄN RUMIEN RAKKAUSLAULU,M,MDV66
FREUD MARX ENGELS & JUNG,MYSTINEN METSÄTYÖMIES,M,KK5
FREUD MARX ENGELS & JUNG,MYSTINEN METSÄTYÖMIES,C_O,MICRPOY2
FREUD MARX ENGELS & JUNG,NATTASIA KATSOMASSA ELI PEKUULIJENKKA TWIST,C_O,MICRPOY2
FREUD MARX ENGELS & JUNG,PAPPI TALONPOIKA PIRU JA MUSTALAINEN,M,KK5
FREUD MARX ENGELS & JUNG,SÄRKYNYTSYDÄMISET (VIEKÄÄ MINUT BAARIIN),M,FIN20A2
FREUD MARX ENGELS & JUNG,SÄRKYNYTSYDÄMISET (VIEKÄÄ MINUT BAARIIN),M,MEL62
FREUD MARX ENGELS & JUNG,VIILEÄÄ VIINIÄ (JA LÄMMIN KESÄYÖ),M,KK5
FRIENDS,LYSNA TILL DITT HJÄRTA (SWE),M_U,FFSWE
FRÖBELIN PALIKAT,HUUGI GUUGI,K,KONEPC
GABRIELLE,RISE,K,KONEPC
GARBO,LADY HUHTIKUU,M,MEL01Z
GARBO,POIKA JULMAN MAAN,M,MEL24X
GARBO,PYSÄKKI,M,MEL25X
GARBO,SUOMALAINEN UNELMA,M,MEL22X
GARBO,VIINIÄ JA RUUSUJA,M,MEL04X
GARTH BROOKS,FRIENDS IN LOW PLACES,K,KONEPC
GARTH BROOKS,THE THUNDER ROLLS,K,KONEPC
GARY ALLAN,RUNAWAY,C,MICRPOY2
GARY GLITTER,HELLO HELLO I'M BACK AGAIN,M,MP&R3
GARY HOEY,BACK UP AGAINST THE WALL,C_O,MICRPOY2
GARY HOEY,BOOTMILL BLUES,C_O,MICRPOY2
GARY JULES FT RIVERDALE,MAD WORLD,C,MICRPOY2
GARY MILLER,ROBIN HOOD,K,KONEPC
GARY MOORE,EMPTY ROOMS,C,MICRPOY2
GARY MOORE,MIDNIGHT BLUES,M,EXT1
GARY MOORE,MIDNIGHT BLUES,C,MICRPOY2
GARY MOORE,ONE DAY,C,MICRPOY2
GARY MOORE,OVER THE HILLS AND FAR AWAY,C,MICRPOY2
GARY MOORE,PRISIENNE WALKWAYS,C,MICRPOY2
GARY MOORE,STILL GOT THE BLUES,M,EXT1
GARY MOORE,STILL GOT THE BLUES,C,MICRPOY2
GARY MOORE & PHIL LYNOTT,OUT IN THE FIELDS,M,EXT1
GARY MOORE & PHIL LYNOTT,OUT IN THE FIELDS,C,MICRPOY2
GARY PUCKETT & THE UNION GAP,YOUNG GIRL,K,KONEPC
GARY PUCKETT & THE UNION GAP,YOUNG GIRL,C,MICRPOY2
GARY US BONDS,NEW ORLEANS,K,KONEPC
GASELLIT,ZEN,C_O,MICRPOY2
GAZEBO,I LIKE CHOPIN,C,MICRPOY2
GENE PITNEY,SOMETHING'S GOTTEN HOLD OF MY HEART,C,MICRPOY2
GENE VINCENT,BE BOB A LULA,C,MICRPOY2
GENESIS,HOME BY THE SEA,C,MICRPOY2
GENESIS,LAND OF CONFUSION,C,MICRPOY2
GENESIS,MAMA,C,MICRPOY2
GENIALISTID,HELENA WANJE (EST),M_U,EST4
GEORG MALMSTEN,AALLOKKO KUTSUU,M,FIN15B10
GEORG MALMSTEN,ÄÄNISEN AALLOT,M,FIN28B9
GEORG MALMSTEN,HEILI KARJALASTA,M,FIN2B7
GEORG MALMSTEN,HEILI KARJALASTA,M,FIN38B15
GEORG MALMSTEN,HEILI KARJALASTA,M,MEL43Z
GEORG MALMSTEN,HEILI KARJALASTA,M,NYT HUMPATAAN
GEORG MALMSTEN,HEILINI SINISISTÄ SILMISTÄ,M,FIN35B10
GEORG MALMSTEN,ILTA SKANSSISSA,M,FIN25B9
GEORG MALMSTEN,ILTA SKANSSISSA,M,MEL39X
GEORG MALMSTEN,ILTAPILVIÄ,C_O,MICRPOY2
GEORG MALMSTEN,KAARINA,C_O,MICRPOY2
GEORG MALMSTEN,KATARIINAN KAMARISSA,K,KONEPC
GEORG MALMSTEN,KATARIINAN KAMARISSA,M,MEL43Z
GEORG MALMSTEN,KAUNIS VALHE,M,COV22
GEORG MALMSTEN,KAUNIS VALHE,M,FIN39B7
GEORG MALMSTEN,LEILA,M,FIN46B15
GEORG MALMSTEN,LEILA,M,FIN8B9
GEORG MALMSTEN,LIISA PIEN,M,MDV12
GEORG MALMSTEN,MUISTELO,M,FIN27B8
GEORG MALMSTEN,MUISTELO,C,MICRPOY2
GEORG MALMSTEN,MUSTA RUDOLF,M,FIN7B9
GEORG MALMSTEN,NIKKELIMARKKA,M,MEL02Z
GEORG MALMSTEN,SAARISTON SIRKKA,M,MELVALS
GEORG MALMSTEN,SUURIN ONNI,M,FIN15B6
GEORG MALMSTEN,TOTISEN POJAN JENKKA,M,COV16
GEORG MALMSTEN,VALKEA SISAR,M,FIN27B4
GEORG MALMSTEN,VALKEA SISAR,C,MICRPOY2
GEORG MALMSTEN,VANHA MERIMIES MUISTELEE,M,FIN8B8
GEORG MALMSTEN,VANHAN KARTANON KEHRÄÄVÄ RUKKI,M,FIN44A5
GEORG OTS,ÄLÄ KIIRUHDA,M,COV16
GEORG OTS,KALASTAJAN LAULU,M,MEL02Z
GEORG OTS,KUOLLEET LEHDET,M,FIN10A5
GEORG OTS,KUOLLEET LEHDET,M,MDV11
GEORG OTS,KYLLIKKI,M,FIN17B9
GEORG OTS,KYLLIKKI,M,MELVALS
GEORG OTS,METSÄKUKKIA,M,FIN2B11
GEORG OTS,METSÄKUKKIA,M,FIN38A15
GEORG OTS,METSÄKUKKIA,K,KONEPC
GEORG OTS,METSÄKUKKIA,C,MICRPOY2
GEORG OTS,MOSKOVAN VALOT,M,FIN14B8
GEORG OTS,MOSKOVAN VALOT,K,KONEPC
GEORG OTS,MOSKOVAN VALOT,M,MDV11
GEORG OTS,MOSKOVAN VALOT,C,MICRPOY2
GEORG OTS,MUSTANMEREN VALSSI,M,FIN30B9
GEORG OTS,MUUTTUVAT LAULUT,M,FIN27B6
GEORG OTS,MUUTTUVAT LAULUT,C,MICRPOY2
GEORG OTS,SAAREMAA VALSS,K,KONEPC
GEORG OTS,SAAREMAA VALSS (EST),M_U,EST1
GEORG OTS,SAARENMAAN VALSSI,M,FIN29B10
GEORG OTS,SAARENMAAN VALSSI,M,MEL41Z
GEORG OTS,SYYSUNELMIA,M,FIN42B10
GEORG OTS,UNOHTUMATON ILTA,M,FIN3B7
GEORG OTS,UNOHTUMATON ILTA,M,FIN47B12
GEORG OTS,UNOHTUMATON ILTA,M,MDV11
GEORG OTS,UUDELLEEN JOS LUOKSES TULLA VOISIN,M,FIN21B9
GEORG OTS,VENEZUELA,M,MEL03
GEORGE BAKER SELECTION,LITTLE GREEN BAG,C,MICRPOY2
GEORGE BAKER SELECTION,UNA PALOMA BLANCA,C,MICRPOY2
GEORGE BENSON,THIS MASQUERADE,K,KONEPC
GEORGE HARRISON,GOT MY MIND SET ON YOU,C,MICRPOY2
GEORGE HARRISON,MY SWEET LORD,C,MICRPOY2
GEORGE MCCRAE,ROCK ME BABY,K,KONEPC
GEORGE MCCRAE,ROCK YOUR BABY,K,KONEPC
GEORGE MICHAEL,CARELESS WHISPER,M,EXT1
GEORGE MICHAEL,CARELESS WHISPER,K,KONEPC
GEORGE MICHAEL,CARELESS WHISPER,C,MICRPOY2
GEORGE MICHAEL,FAITH,K,KONEPC
GEORGE MICHAEL,FATHER FIGURE,K,KONEPC
GEORGE STRAIT,ALL MY EX'S LIVE IN TEXAS,C,MICRPOY2
GERRY AND THE PACEMAKERS,I LIKE IT,K,KONEPC
GERRY AND THE PACEMAKERS,YOU'LL NEVER WALK ALONE,K,KONEPC
GERRY RATTERTY,RIGHT DOWN THE LINE,C,MICRPOY2
GETTOMASA,SE OIS OLLU SIIN,C,MICRPOY2
GETTOMASA,SILMÄT,C,MICRPOY2
GETTOMASA FT LAURI HAAV,RANTATONTTI,C,MICRPOY2
GG CARAVAN,JUOKSULAULU,C_O,MICRPOY2
GG CARAVAN,ON SE HIENOO,M,SAT06
GHOST,CALL ME LITTLE SUNSHINE,C_O,MICRPOY2
GHOST,DANCE MACABRE,C,MICRPOY2
GHOST,IT'S A SIN,C,MICRPOY2
GILBERT O'SULLIVAN,ALONE AGAIN NATURALLY,C,MICRPOY2
GILBERT O'SULLIVAN,GET DOWN,C,MICRPOY2
GIMMEL,ETSIT MUIJAA SEURAAVAA,K,KONEPC
GIMMEL,ETSIT MUIJAA SEURAAVAA,M,MEL24X
GIMMEL,HARMAATA LUNTA,M,MEL33X
GIMMEL,JOKOTAI,M,MEL27X
GIMMEL,ROVIOLLA,K,KONEPC
GIMMEL,ROVIOLLA,M,MEL25X
GIMMEL,SYDÄN PLIIS SÄRKEKÄÄ,K,KONEPC
GIMMEL,SYDÄN PLIIS SÄRKEKÄÄ,M,MEL29X
GIPSY KINGS,BAMBOLEO,M,MP&R1
GIRLS ALOUD,I'LL STAND BY YOU,K,KONEPC
GIRLS ALOUD,SOUND OF THE UNDERGROUND,K,KONEPC
GLADYS KNIGHT,MIDNIGHT TRAIN TO GEORGIA,K,KONEPC
GLEE,OVER THE RAINBOW,C,MICRPOY2
GLEN CAMPBELL,BY THE TIME I GET TO PHOENIX,M,PIO007
GLEN CAMPBELL,RHINESTONE COWBOY,K,KONEPC
GLORIA ESTEFAN,EVERLASTING LOVE,K,KONEPC
GLORIA GAYNOR,I WILL SURVIVE,K,KONEPC
GLORIA GAYNOR,I WILL SURVIVE,C,MICRPOY2
GLORIA GAYNOR,I WILL SURVIVE,M,PT2
GLORYHAMMER,MAGIC DRAGON,C,MICRPOY2
GLORYHAMMER,SILENT TEARS OF FROZEN PRINCESS,C,MICRPOY2
GNARLS BARKLEY,CRAZY,K,KONEPC
GNARLS BARKLEY,SMILEY FACES,K,KONEPC
GO GO'S,OUR LIPS ARE SEALED,K,KONEPC
GO GO'S,WE GOT THE BEAT,K,KONEPC
GO GO'S,WE GOT THE BEAT,C,MICRPOY2
GODSMACK,I STAND ALONE,C,MICRPOY2
GODSMACK,KEEP AWAY,C,MICRPOY2
GODSMACK,SPEAK,C,MICRPOY2
GODSMACK,STRAIGHT OUT OF LINE,C,MICRPOY2
GODSMACK,WHATEVER,C,MICRPOY2
GOLDEN EARRING,RADAR LOVE,C,MICRPOY2
GONAL THUNDER,PÄIVYSTÄN LÄPI YÖN,C,MICRPOY2
GOOD CHARLOTTE,GIRLS & BOYS,C,MICRPOY2
GOOD CHARLOTTE,HOLD ON,K,KONEPC
GOOD CHARLOTTE,I JUST WANNA LIVE,C,MICRPOY2
GORDON HASKELL,HOW WONDERFUL YOU ARE,C,MICRPOY2
GOTYE FT KIMBRA,SOMEBODY THAT I USED TO KNOW (DUET),C,MICRPOY2
GRACIE FIES,WISH ME LUCK AS YOU WAVE ME GOODBYE,K,KONEPC
GRAHAM COLTON,BEST DAYS,K,KONEPC
GREASE,SUMMER NIGHTS,K,KONEPC
GREASE,YOU'RE THE ONE THAT I WANT,K,KONEPC
GREAT ESCAPE,BOYS LIKE GIRLS,K,KONEPC
GREAT WHITE,DESERT MOON,C_O,MICRPOY2
GREAT WHITE,ONCE BITTEN TWICE SHY,C,MICRPOY2
GREAT WHITE,ROCK ME,C,MICRPOY2
GREAT WHITE,ROLLIN' STONED,C,MICRPOY2
GREAT WHITE,SAVE YOUR LOVE,C,MICRPOY2
GREEN DAY,BASKET CASE,C,MICRPOY2
GREEN DAY,BOULEVARD OF BROKEN DREAMS,K,KONEPC
GREEN DAY,BOULEVARD OF BROKEN DREAMS,C,MICRPOY2
GREEN DAY,BOULEVARD OF BROKEN DREAMS,M,MP&R3
GREEN DAY,HOLIDAY,C,MICRPOY2
GREEN DAY,LONGVIEW,C,MICRPOY2
GREEN DAY,WAKE ME UP WHEN SEPTEMBER ENDS,K,KONEPC
GREEN DAY,WAKE ME UP WHEN SEPTEMBER ENDS,C,MICRPOY2
GREGER,HÄN ON NIIN KAUNIS,C_O,MICRPOY2
GREGER,VIELÄ MUMMUNAKIN SEN MUISTAT,C_O,MICRPOY2
GRETCHEN WILSON,REDNECK WOMAN,K,KONEPC
GUITAR SLINGERS,BABY IT'S ALRIGHT,C_O,MICRPOY2
GUITAR SLINGERS,BAD CASE OF LOVING YOU,C_O,MICRPOY2
GUITAR SLINGERS,LIKE A DOG FOR THE BONE,C_O,MICRPOY2
GULLIVER,MIKÄ SAI SUT SUUTTUMAAN,K,KONEPC
GUNS N' ROSES,BACK OFF BITCH,C,MICRPOY2
GUNS N' ROSES,CIVIL WAR,C,MICRPOY2
GUNS N' ROSES,DON'T CRY,C,MICRPOY2
GUNS N' ROSES,KNOCKIN' ON HEAVEN'S DOOR,K,KONEPC
GUNS N' ROSES,KNOCKIN' ON HEAVEN'S DOOR,C,MICRPOY2
GUNS N' ROSES,LIVE AND LET DIE,M,HR1
GUNS N' ROSES,LIVE AND LET DIE,C,MICRPOY2
GUNS N' ROSES,MR BROWNSTONE,C,MICRPOY2
GUNS N' ROSES,MY MICHELLE,C,MICRPOY2
GUNS N' ROSES,NOVEMBER RAIN,C,MICRPOY2
GUNS N' ROSES,PARADISE CITY,C,MICRPOY2
GUNS N' ROSES,PATIENCE,M,HR1
GUNS N' ROSES,PATIENCE,C,MICRPOY2
GUNS N' ROSES,SINCE I DON'T HAVE YOU,C,MICRPOY2
GUNS N' ROSES,SWEET CHILD O'MINE,M,HR1
GUNS N' ROSES,SWEET CHILD O'MINE,K,KONEPC
GUNS N' ROSES,SWEET CHILD O'MINE,C,MICRPOY2
GUNS N' ROSES,USED TO LOVE HER,K,KONEPC
GUNS N' ROSES,USED TO LOVE HER,C,MICRPOY2
GUNS N' ROSES,WELCOME TO THE JUNGLE,C,MICRPOY2
GUNS N' ROSES,YOU COULD BE MINE,C,MICRPOY2
GUY MITCHELL,SINGING THE BLUES,M,PIO018
GWEN STEFANI,HOLLABACK GIRL,K,KONEPC
GWEN STEFANI,THE SWEET ESCAPE,K,KONEPC
GYLLENE TIDER,SOMMARTIDEN (SWE),M_U,SWE
HADDAWAY,WHAT IS LOVE,C,MICRPOY2
HAIR,EASY TO BE HARD,K,KONEPC
HAIR MUSIKAALI,NIIN PALJON MEITÄ PETETTIIN,K,KONEPC
HALOO HELSINKI!,BEIBI,M,LK24
HALOO HELSINKI!,BEIBI,M,MDV63
HALOO HELSINKI!,CARPE DIEM,M,LK23
HALOO HELSINKI!,CARPE DIEM,M,SAT10
HALOO HELSINKI!,GARDENIA,C,MICRPOY2
HALOO HELSINKI!,HALOO HELSINKI,M,MEL48Z
HALOO HELSINKI!,HULLUUDEN HIGHWAY,M,MDV68
HALOO HELSINKI!,HUUDA!,K,KONEPC
HALOO HELSINKI!,HUUDA!,M,SAT08
HALOO HELSINKI!,JOS MUN POKKA PETTÄÄ,K,KONEPC
HALOO HELSINKI!,JOS MUN POKKA PETTÄÄ,M,SAT06
HALOO HELSINKI!,KAIKKII PÄÄTTYY KYYNELIIN,C,MICRPOY2
HALOO HELSINKI!,KEVYEMPI KANTAA,M,SK4
HALOO HELSINKI!,KIITOS EI OLE KIROSANA,M,LK24
HALOO HELSINKI!,KIITOS EI OLE KIROSANA,M,SAT16
HALOO HELSINKI!,KUULE MINUA,M,SAT05
HALOO HELSINKI!,KUUSSA TUULEE,M,LK24
HALOO HELSINKI!,KUUSSA TUULEE,M,SAT16
HALOO HELSINKI!,LADY DOMINA,C_O,MICRPOY2
HALOO HELSINKI!,LÄHTÖVALMIINA,M,LK23
HALOO HELSINKI!,LÄHTÖVALMIINA,M,MDV61
HALOO HELSINKI!,MAAILMA ON TEHTY MEITÄ VARTEN,K,KONEPC
HALOO HELSINKI!,MAAILMA ON TEHTY MEITÄ VARTEN,M,SAT09
HALOO HELSINKI!,MAAILMAN TOISELLA PUOLEN,K,KONEPC
HALOO HELSINKI!,MAAILMAN TOISELLA PUOLEN,M,KPP40
HALOO HELSINKI!,MAAILMAN TOISELLA PUOLEN,M,MEL54
HALOO HELSINKI!,PIILOTAN MUN KYYNELEET,M,COV14
HALOO HELSINKI!,PIILOTAN MUN KYYNELEET,C,MICRPOY2
HALOO HELSINKI!,PULP FICTION,M,LK25
HALOO HELSINKI!,PULP FICTION,M,MDV64
HALOO HELSINKI!,RAKASTA MUA NYT,C,MICRPOY2
HALOO HELSINKI!,RAKKAUS,M,SAT10
HALOO HELSINKI!,REIVILUOLA,C_O,MICRPOY2
HALOO HELSINKI!,SYVÄLLE SILMIIN,M,MDV61
HALOO HELSINKI!,TUNTEMATON,M,SK4
HALOO HELSINKI!,VAPAUS KÄTEEN JÄÄ,K,KONEPC
HALOO HELSINKI!,VAPAUS KÄTEEN JÄÄ,M,SAT08
HALOO HELSINKI!,VIERI VESI VIERI,M,MEL60
HALOO HELSINKI!,VIHAAN KYLLÄSTYNYT,M,LK24
HALOO HELSINKI!,VOIKO ENKELITKIN EKSYÄ,C,MICRPOY2
HALOO HELSINKI! / MOKOMA,KUU SAA VALTANSA AURINGOLTA,M,MEL60
HALOO HELSINKI! FT CANTORES MINORES,JOULUN KANSSAS JAAN,C,MICRPOY2
HALSEY,SORRY,C,MICRPOY2
HANK WILLIAMS SR,HEY GOOD LOOKIN,K,KONEPC
HANK WILLIAMS SR,HEY GOOD LOOKIN,C,MICRPOY2
HANK WILLIAMS SR,YOUR CHEATIN HEART,C,MICRPOY2
HANNA EKOLA,VILLIHEVOSIA,M,FIN44B14
HANNA EKOLA,VILLIHEVOSIA,M,FIN6A3
